text,protext,class
"Com maridão @jofran_alves  na praia de leste.  Semana que vem ,começa nossa maratona de _ https://t.co/7C0MOWDHgU","Com maridão USERNAME  na praia de leste.  Semana que vem ,começa nossa maratona de _ https://t.co/7C0MOWDHgU",0
racismo está nos olhos de quem vê,racismo está nos olhos de quem vê,0
Alguém por favor pode passar isso na TL do @ohmycavill e dizer que é bom saber como a Esquerda gosta do debate demo _ https://t.co/MGtAITkuvl,Alguém por favor pode passar isso na TL do USERNAME e dizer que é bom saber como a Esquerda gosta do debate demo _ https://t.co/MGtAITkuvl,0
Dia da Mulher na P3K é pauta para reflexão https://t.co/iRjvVsPsi6 via @p3kcomunicacao,Dia da Mulher na P3K é pauta para reflexão https://t.co/iRjvVsPsi6 via USERNAME,0
"Após forçado a se desculpar pela péssima e imprecisa cobertura de mim após vencer as eleições, o NOTÍCIAS FALSAS _ https://t.co/CL5tReCGYP","Após forçado a se desculpar pela péssima e imprecisa cobertura de mim após vencer as eleições, o NOTÍCIAS FALSAS _ https://t.co/CL5tReCGYP",0
Palavras do Presidente Trump na Assinatura da Resolução H.J. 41' https://t.co/TlMa3FK1Un,Palavras do Presidente Trump na Assinatura da Resolução H.J. 41' https://t.co/TlMa3FK1Un,0
Não vê essa merda de Crepúsculo! Pra isso temos a cinebiografia do Chuck Norris....,Não vê essa merda de Crepúsculo! Pra isso temos a cinebiografia do Chuck Norris....,1
Esse feminismo que quer igualdade entre homens e mulheres? https://t.co/UQpeGIjPT0,Esse feminismo que quer igualdade entre homens e mulheres? https://t.co/UQpeGIjPT0,1
"Leiam e compartilhem! 
Precisamos nos unir contra o socialismo. 
O momento é agora ou nunca mais. https://t.co/2qIIkleV5i",Leiam e compartilhem!  Precisamos nos unir contra o socialismo.  O momento é agora ou nunca mais. https://t.co/2qIIkleV5i,1
"18:40] Max: Vai tomar no teu cu então
18:40] Max: Sua gorda feia
18:40] Max  :Meu amor por você
18:41] Leticia: Eu sou gorda Maxwell?",18:40] Max: Vai tomar no teu cu então 18:40] Max: Sua gorda feia 18:40] Max  :Meu amor por você 18:41] Leticia: Eu sou gorda Maxwell?,1
"Falando em tpm, minha menstruação ta atrasada 2 semanas... Se eu não fosse sapatao ia estar preocupada","Falando em tpm, minha menstruação ta atrasada 2 semanas... Se eu não fosse sapatao ia estar preocupada",1
Cavaco poderá não ter um amigo q lhe compre todos os livros mas teve uma Editora q anda há décadas a ser financiada por todos os portugueses,Cavaco poderá não ter um amigo q lhe compre todos os livros mas teve uma Editora q anda há décadas a ser financiada por todos os portugueses,0
"Obrigado, @samsung! Adoraríamos tê-los aqui! https://t.co/pqg6E3mIeO (SAMSUNG PODERÁ TER FÁBRICA NOS EUA)","Obrigado, USERNAME! Adoraríamos tê-los aqui! https://t.co/pqg6E3mIeO (SAMSUNG PODERÁ TER FÁBRICA NOS EUA)",0
"A vergonha do Paraná, tem foro privilegiado e continua enganado o povo Brasileiro. #Senadora171. https://t.co/8HvUIQESSJ","A vergonha do Paraná, tem foro privilegiado e continua enganado o povo Brasileiro. #Senadora171. https://t.co/8HvUIQESSJ",0
Feliz dia internacional da mulher! https://t.co/zcICp6wAWp,Feliz dia internacional da mulher! https://t.co/zcICp6wAWp,0
"Parabéns, #PatríciaMamona e #NelsonÉvora! https://t.co/T0xph8678j","Parabéns, #PatríciaMamona e #NelsonÉvora! https://t.co/T0xph8678j",0
"#SerMulherÉ dependendo da região poder ser chicoteada, obrigada a usar burca, apanhar legalmente do marido, não poder dirigir, etc","#SerMulherÉ dependendo da região poder ser chicoteada, obrigada a usar burca, apanhar legalmente do marido, não poder dirigir, etc",1
"RT @JOAQUINVOLTOU: PUTA QUE PARIU, ALGUÊM ENTENDEU ALGUMA COISA? https://t.co/5VIe6Lcexx","RT USERNAME: PUTA QUE PARIU, ALGUÊM ENTENDEU ALGUMA COISA? https://t.co/5VIe6Lcexx",0
@_latinlover_ Perfume pra mão jovem amante.....pra mão. Cappice?,USERNAME Perfume pra mão jovem amante.....pra mão. Cappice?,1
"O que é o Globalismo? - Lauren Southern
Muita gente ainda não compreende....
https://t.co/mg2bBTXGQZ",O que é o Globalismo? - Lauren Southern Muita gente ainda não compreende.... https://t.co/mg2bBTXGQZ,0
"TOMA ESSA, TROXA https://t.co/er6JB4p4Fz","TOMA ESSA, TROXA https://t.co/er6JB4p4Fz",1
"não ouço falar nada de liechtenstein 
outro país que não aceitou 'refugiados', manteve a id cultural e nacional, frio e é monarquia. foda.","não ouço falar nada de liechtenstein  outro país que não aceitou 'refugiados', manteve a id cultural e nacional, frio e é monarquia. foda.",0
Vendo muita gente que se dizia 'Direita' falando que vai votar no Doria caso se candidate. se o PT colocar um gestor vc votaria nele?,Vendo muita gente que se dizia 'Direita' falando que vai votar no Doria caso se candidate. se o PT colocar um gestor vc votaria nele?,0
RT @dykerspt: Bom dia sapatão,RT USERNAME: Bom dia sapatão,1
Como assim existe uma conta que se chama 'fufas do porto' ???,Como assim existe uma conta que se chama 'fufas do porto' ???,0
"RT @teresinhalopes: A Dubai riquíssima recebe muito bem os turistas ...Tem como fé a religião muçulmana, mas não recebe refugiados.A Paris _","RT USERNAME: A Dubai riquíssima recebe muito bem os turistas ...Tem como fé a religião muçulmana, mas não recebe refugiados.A Paris _",1
@JornalOGlobo vai um homem falar o recíproco!!!,USERNAME vai um homem falar o recíproco!!!,0
"@perryoutside @RachelSherazade @joicehasselmann Essas são corruptas, mentirosas, dissimuladas (DILMA), ladra de aposentados (Gleise),","USERNAME USERNAME USERNAME Essas são corruptas, mentirosas, dissimuladas (DILMA), ladra de aposentados (Gleise),",1
"RT @pauloap: Jornal da Globo mostra protesto de 200 pessoas contra Trump mas esconde as MAIS DE 100 MIL a favor na noite de hoje
https://t. _",RT USERNAME: Jornal da Globo mostra protesto de 200 pessoas contra Trump mas esconde as MAIS DE 100 MIL a favor na noite de hoje https://t. _,0
ah lá o filho do porteiro passou no enem,ah lá o filho do porteiro passou no enem,0
Só falta dizer que Angola não é nossa... ONDE ESTÁ O PATRIOTISMO CARALHO https://t.co/ixOzMvV6zY,Só falta dizer que Angola não é nossa... ONDE ESTÁ O PATRIOTISMO CARALHO https://t.co/ixOzMvV6zY,0
A CRIMEIA foi ocupada pela Rússia durante o governo Obama. Será que Obama foi muito bonzinho com a Rússia? https://t.co/zQowSdLe9r,A CRIMEIA foi ocupada pela Rússia durante o governo Obama. Será que Obama foi muito bonzinho com a Rússia? https://t.co/zQowSdLe9r,1
"RT @jpintocoelho60: Isto é deitar lenha para a fogueira. Querem mais 75 milhões de muçulmanos com livre circulação na Europa? Traidores!
ht _",RT USERNAME: Isto é deitar lenha para a fogueira. Querem mais 75 milhões de muçulmanos com livre circulação na Europa? Traidores! ht _,1
Moonlight: um filme que mergulha na humanidade de um jovem negro https://t.co/NAAFwiaCz5 via @afroguerrilha,Moonlight: um filme que mergulha na humanidade de um jovem negro https://t.co/NAAFwiaCz5 via USERNAME,0
"@gentebranca1 (os rts que eu dou ou links de tweets que eu posto, eu fico esperando que vcs me ajudem a 'ensinar' como podem, no passaran!)","USERNAME (os rts que eu dou ou links de tweets que eu posto, eu fico esperando que vcs me ajudem a 'ensinar' como podem, no passaran!)",0
#EMN é verdade que o Carlos Costa decidiu dar uma nova oportunidade ao Ricardo Salgado depois de consultar a Maria Helena?,#EMN é verdade que o Carlos Costa decidiu dar uma nova oportunidade ao Ricardo Salgado depois de consultar a Maria Helena?,0
"@MarleneBicalho Ia dar boa noite, mas, vc ja foi então, boa sexta! hahaha","USERNAME Ia dar boa noite, mas, vc ja foi então, boa sexta! hahaha",0
"RT @zecolmeiazuero: @marisa_lobo Tem dinheiro para isso, mas não conseguem fazer uma simples ressonância magnética. Pra essas coisas tem di _","RT USERNAME: USERNAME Tem dinheiro para isso, mas não conseguem fazer uma simples ressonância magnética. Pra essas coisas tem di _",0
Contra fatos não há argumentos https://t.co/Z6BwPu2rHo,Contra fatos não há argumentos https://t.co/Z6BwPu2rHo,0
@felipefepacivil  não sei '-' só completei a música... Rs,USERNAME  não sei '-' só completei a música... Rs,0
"RT @gugachacra: O @JOAQUINVOLTOU não apenas me convidou para o camarote dele, como enviou uma passagem executiva da VASP NY-SP, com transfe _","RT USERNAME: O USERNAME não apenas me convidou para o camarote dele, como enviou uma passagem executiva da VASP NY-SP, com transfe _",0
"Foda-se a Samira de 9 anos que foi vendida pro Mohamed pedófilo de 70 anos
Vamos falar da Patrícia, atendente que ganha menos que o gerente","Foda-se a Samira de 9 anos que foi vendida pro Mohamed pedófilo de 70 anos Vamos falar da Patrícia, atendente que ganha menos que o gerente",1
Feliz #DiaDasMulheres pras verdadeiras guerreiras que trabalham ou cuidam do lar enquanto as vagabundas lutam pra abortar e andar pelada,Feliz #DiaDasMulheres pras verdadeiras guerreiras que trabalham ou cuidam do lar enquanto as vagabundas lutam pra abortar e andar pelada,1
Não comparecerei ao Jantar da Associação de Correspondentes da Casa Branca este ano. Desejo a todos o melhor e uma _ https://t.co/kr0xHCMM2N,Não comparecerei ao Jantar da Associação de Correspondentes da Casa Branca este ano. Desejo a todos o melhor e uma _ https://t.co/kr0xHCMM2N,0
"Segues 2 mil porcas no Insta sem problema.
Metes 1 gosto na foto d uma colega q a tua namorada n conhece e ela dá início à 3ª Guerra Mundial",Segues 2 mil porcas no Insta sem problema. Metes 1 gosto na foto d uma colega q a tua namorada n conhece e ela dá início à 3ª Guerra Mundial,1
Q mulher burra essa dá série,Q mulher burra essa dá série,1
"Mulher burra mano! Em vez de mandar a porra do comprovante pra mim, manda pro diretório acadêmico do caralho da UNT!","Mulher burra mano! Em vez de mandar a porra do comprovante pra mim, manda pro diretório acadêmico do caralho da UNT!",1
"@BolsonaroSP as mulheres de esquerda estao envolvidas na corrupção da petrobras, roubo de aposentadoria de idosos e _ https://t.co/HiwGrFDaMk","USERNAME as mulheres de esquerda estao envolvidas na corrupção da petrobras, roubo de aposentadoria de idosos e _ https://t.co/HiwGrFDaMk",0
"'Vai também ser lançado um manual de boas maneiras para lidar com fufas, gays e transsexuais, os chamados LGTB' - notícias matinais na rádio","'Vai também ser lançado um manual de boas maneiras para lidar com fufas, gays e transsexuais, os chamados LGTB' - notícias matinais na rádio",1
"Eu vejo quem torce pra Emilly e o historico de torcida é igual. Não tem gente feia, gorda. Nada fora dos padrões","Eu vejo quem torce pra Emilly e o historico de torcida é igual. Não tem gente feia, gorda. Nada fora dos padrões",0
RT @ritocca: Quem é a favor da criação do Dia Nacional do Orgulho Heterossexual - popularmente falando Dia do Hétero - diga EU.,RT USERNAME: Quem é a favor da criação do Dia Nacional do Orgulho Heterossexual - popularmente falando Dia do Hétero - diga EU.,1
RT @igald_: gente sigam o @direitafalando ele mostra a realidade tenebrosa do marxismo cultural comunista feminista socialista q o PT quer _,RT USERNAME: gente sigam o USERNAME ele mostra a realidade tenebrosa do marxismo cultural comunista feminista socialista q o PT quer _,1
@carolguzowski sim! falar em trabalho pra essa galera é muita ofensa,USERNAME sim! falar em trabalho pra essa galera é muita ofensa,0
"DICA DE FANTASIA BARATA PARA CURTIR O CARNAVAL:
1. MARQUE DE IR EM UM BLOCO
2. NÃO APAREÇA
3. DIGA QUE FOI FANTASIADO DE “PAI DE FEMINISTA”",DICA DE FANTASIA BARATA PARA CURTIR O CARNAVAL: 1. MARQUE DE IR EM UM BLOCO 2. NÃO APAREÇA 3. DIGA QUE FOI FANTASIADO DE “PAI DE FEMINISTA”,1
"@alexandrekirwan Melhor forma de ajudar os refugiados é levar a cultura ocidental pra lá, não o contrário! Só estão espalhando o problema.","USERNAME Melhor forma de ajudar os refugiados é levar a cultura ocidental pra lá, não o contrário! Só estão espalhando o problema.",1
"Que merda, hein? Por isso que muçulmanos mandam aí, inclusive vetando mulheres 'a sós' no subúrbio... https://t.co/9dm3ZcoDzw","Que merda, hein? Por isso que muçulmanos mandam aí, inclusive vetando mulheres 'a sós' no subúrbio... https://t.co/9dm3ZcoDzw",1
FELIZ DIA DA MULHER #SerMulherÉ não ser usada pelo feminismo de esquerda. https://t.co/mnGPAKvj7M,FELIZ DIA DA MULHER #SerMulherÉ não ser usada pelo feminismo de esquerda. https://t.co/mnGPAKvj7M,1
"RT @SargentoFAHUR: '5 PATINHOS FORAM PASSEAR....
ALÉM DAS MONTANHAS P/ ROUBAR
A PM CHEGOU, E PÁ PÁ PÁ PÁ.
NENHUM PATINHO VOLTOU DE LÁ' http _","RT USERNAME: '5 PATINHOS FORAM PASSEAR.... ALÉM DAS MONTANHAS P/ ROUBAR A PM CHEGOU, E PÁ PÁ PÁ PÁ. NENHUM PATINHO VOLTOU DE LÁ' http _",1
"RT @bjsapinha: Tem certos problemas que sapatão não precisa se preocupar.
Entre eles o de não poder tomar seu açaí em paz. https://t.co/1pR _",RT USERNAME: Tem certos problemas que sapatão não precisa se preocupar. Entre eles o de não poder tomar seu açaí em paz. https://t.co/1pR _,1
Deixou o Dia da Mulher passar em branco e agora não sabe como presentear? Veja as nossas dicas de presente ideal... https://t.co/BJxRar0yxT,Deixou o Dia da Mulher passar em branco e agora não sabe como presentear? Veja as nossas dicas de presente ideal... https://t.co/BJxRar0yxT,0
"RT @jpintocoelho60: Mentirosos @ruitavares @LIVREpt 
Quisemos assistir ao 'debate' e fomos embora. Graças à PSP? Hipócritas cobardes.
https _",RT USERNAME: Mentirosos USERNAME USERNAME  Quisemos assistir ao 'debate' e fomos embora. Graças à PSP? Hipócritas cobardes. https _,1
"Quem se subjuga ao pensamento único, vive condicionado.
Quem recusa a infâmia dessa agenda, vive livre!
https://t.co/1jEwbUXVJk","Quem se subjuga ao pensamento único, vive condicionado. Quem recusa a infâmia dessa agenda, vive livre! https://t.co/1jEwbUXVJk",0
Agora vc pensa: Uma cidadã que não cuida da sua própria filha querer impor em sala de aula o que deve ser ensinado ao meu filho? Um absurdo.,Agora vc pensa: Uma cidadã que não cuida da sua própria filha querer impor em sala de aula o que deve ser ensinado ao meu filho? Um absurdo.,1
"RT @spitittout: Desde qnd é que um preto pode ter mais dinheiro que um branco, sem sentido https://t.co/HyTvpa1xcG","RT USERNAME: Desde qnd é que um preto pode ter mais dinheiro que um branco, sem sentido https://t.co/HyTvpa1xcG",1
A CARA DA FEIA DA VIVIAN E DA GORDA DA ROBERTA SÃO AS MELHORES COISAS ESSE MOMENTO EH MEU #BBB17,A CARA DA FEIA DA VIVIAN E DA GORDA DA ROBERTA SÃO AS MELHORES COISAS ESSE MOMENTO EH MEU #BBB17,1
"DEFENDENDO AS BRANCAS E LOURAS .
CONDENANDO O NEGRO. 
RACISMO, ATÉ QUANDO? https://t.co/qKdhMDYor0","DEFENDENDO AS BRANCAS E LOURAS . CONDENANDO O NEGRO.  RACISMO, ATÉ QUANDO? https://t.co/qKdhMDYor0",1
"RT @PastorMalafaia: Os medíocres q ñ tem argumentos estão livres para xingar e caluniar.Continuem aqui, é sinal q tenho algum prestígio kkk _","RT USERNAME: Os medíocres q ñ tem argumentos estão livres para xingar e caluniar.Continuem aqui, é sinal q tenho algum prestígio kkk _",0
"RT @PastorMalafaia: Imperdível! No domingo, dia 12, veja a entrevista que dou a Roberto Cabrini. Será meia-noite, no SBT.","RT USERNAME: Imperdível! No domingo, dia 12, veja a entrevista que dou a Roberto Cabrini. Será meia-noite, no SBT.",0
RT @melborba95: isto realmente eh uma grande rede de fufas,RT USERNAME: isto realmente eh uma grande rede de fufas,1
"Tu e a sardinha parecem fufas meu —_ Somos namuradas, está na cara  https://t.co/3lIZLG1vEa","Tu e a sardinha parecem fufas meu —_ Somos namuradas, está na cara  https://t.co/3lIZLG1vEa",1
"@Mawara @elmalditocabron Não. Tem que começar a se opor ao islã de verdade, inclusive ser contra 'refugiados' no ocidente.","USERNAME USERNAME Não. Tem que começar a se opor ao islã de verdade, inclusive ser contra 'refugiados' no ocidente.",1
"@UOL Carrão novo que ele ganhou por mérito, e não lambendo o saco do governo petista","USERNAME Carrão novo que ele ganhou por mérito, e não lambendo o saco do governo petista",1
"Homem de verdade que não sabe desenhar um Pinto, não conhece o pau que tem! Honre seu Pinto!!!!","Homem de verdade que não sabe desenhar um Pinto, não conhece o pau que tem! Honre seu Pinto!!!!",1
"RT @FussballSehr: Operação Research
Universidade Federal
Delator da Odebrecht https://t.co/nCDH6OQssR",RT USERNAME: Operação Research Universidade Federal Delator da Odebrecht https://t.co/nCDH6OQssR,0
"Vai ser uma romaria ao Allgarve para Alldrugs! Texto de Patrícia Ferreira Manguinhas
https://t.co/iNEydB6VjG",Vai ser uma romaria ao Allgarve para Alldrugs! Texto de Patrícia Ferreira Manguinhas https://t.co/iNEydB6VjG,0
"pelo menos eu descobri o nome da guria q eu queria
e como meu sapatômetro estava certo, ela é sapatão","pelo menos eu descobri o nome da guria q eu queria e como meu sapatômetro estava certo, ela é sapatão",1
"O dia 17 de Dezembro foi dedicado, na íntegra, a mais uma autêntica maratona de reuniões na sede do PNR, em Lisboa. https://t.co/cJeVuUH8PK","O dia 17 de Dezembro foi dedicado, na íntegra, a mais uma autêntica maratona de reuniões na sede do PNR, em Lisboa. https://t.co/cJeVuUH8PK",0
"Não se iludam: um dia isto chegará Portugal. Só votando #PNR se vai evitar esta invasão.
@Refugiados_Pt 
https://t.co/HyjExlPhM3",Não se iludam: um dia isto chegará Portugal. Só votando #PNR se vai evitar esta invasão. USERNAME  https://t.co/HyjExlPhM3,1
